case_id,state,land_category,location_type,tenure_type,land_area_m2,acquisition_area_m2,building_age_years,market_value_myr,statutory_disturbance_myr,relocation_allowance_myr,recommended_compensation_myr
CASE-2026-NW-00064,Pahang,Building,Urban,Leasehold,2538,1450,15,4709000,706400,8000,5423400
CASE-2026-NW-00065,Terengganu,Building,Urban,Freehold,1878,1030,7,3330000,499500,8000,3837500
CASE-2026-NW-00066,Melaka,Agriculture,Urban,Leasehold,9851,2852,33,1776000,266400,8000,2050400
CASE-2026-NW-00067,Johor,Building,Suburban,Malay Reserve,1538,1373,12,4353000,653000,8000,5014000
CASE-2026-NW-00068,Melaka,Agriculture,Rural,Freehold,3968,2078,23,992000,148800,8000,1148800
CASE-2026-NW-00069,Terengganu,Building,Urban,Malay Reserve,1318,1162,34,2452000,367800,8000,2827800
CASE-2026-NW-00070,Selangor,Building,Suburban,Malay Reserve,1513,888,1,3442000,516300,8000,3966300
CASE-2026-NW-00071,Johor,Building,Suburban,Leasehold,1614,1129,16,3671000,550600,8000,4229600
CASE-2026-NW-00072,Johor,Building,Urban,Freehold,356,110,15,478000,71700,8000,557700
CASE-2026-NW-00073,Selangor,Industry,Suburban,Leasehold,7071,5699,2,16374000,2456100,8000,18838100
CASE-2026-NW-00074,Selangor,Building,Urban,Freehold,2292,1676,38,6674000,1001100,8000,7683100
CASE-2026-NW-00075,Negeri Sembilan,Agriculture,Urban,Leasehold,17593,5016,2,3549000,532400,8000,4089400
CASE-2026-NW-00076,Johor,Agriculture,Rural,Freehold,5544,3877,18,1950000,292500,8000,2250500
CASE-2026-NW-00077,Melaka,Building,Urban,Freehold,2348,1036,9,3707000,556000,8000,4271000
CASE-2026-NW-00078,Wilayah Persekutuan Kuala Lumpur,Building,Rural,Malay Reserve,1352,1140,9,3662000,549300,8000,4219300
CASE-2026-NW-00079,Negeri Sembilan,Building,Suburban,Leasehold,1190,780,31,2070000,310500,8000,2388500
CASE-2026-NW-00080,Melaka,Building,Suburban,Leasehold,1141,760,23,2124000,318600,8000,2450600
CASE-2026-NW-00081,Melaka,Building,Suburban,Freehold,2418,769,13,2757000,413600,8000,3178600
CASE-2026-NW-00082,Negeri Sembilan,Agriculture,Urban,Leasehold,19859,8458,34,4862000,729300,8000,5599300
CASE-2026-NW-00083,Johor,Agriculture,Suburban,Leasehold,7769,1626,10,1131000,169600,8000,1308600
CASE-2026-NW-00084,Johor,Agriculture,Urban,Freehold,6454,3358,30,2513000,377000,8000,2898000
CASE-2026-NW-00085,Selangor,Building,Suburban,Leasehold,1623,576,26,2054000,308100,8000,2370100
CASE-2026-NW-00086,Melaka,Agriculture,Suburban,Leasehold,10274,6581,13,3724000,558600,8000,4290600
CASE-2026-NW-00087,Pulau Pinang,Agriculture,Suburban,Leasehold,7436,6253,24,3651000,547600,8000,4206600
CASE-2026-NW-00088,Melaka,Building,Suburban,Freehold,286,77,18,250000,37500,8000,295500
CASE-2026-NW-00089,Selangor,Building,Suburban,Leasehold,1555,479,21,1760000,264000,8000,2032000
CASE-2026-NW-00090,Perak,Building,Suburban,Freehold,272,162,21,389000,58400,8000,455400
CASE-2026-NW-00091,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Malay Reserve,1126,635,10,3014000,452100,8000,3474100
CASE-2026-NW-00092,Selangor,Agriculture,Suburban,Freehold,9480,2060,8,1802000,270300,8000,2080300
CASE-2026-NW-00093,Johor,Industry,Suburban,Freehold,23828,17918,15,43815000,6572200,8000,50395200
CASE-2026-NW-00094,Perak,Industry,Rural,Leasehold,20936,19223,29,27474000,4121100,8000,31603100
CASE-2026-NW-00095,Pahang,Building,Suburban,Leasehold,1731,679,15,1797000,269600,8000,2074600
CASE-2026-NW-00096,Pahang,Building,Urban,Leasehold,1610,1129,5,3263000,489400,8000,3760400
CASE-2026-NW-00097,Pulau Pinang,Building,Suburban,Malay Reserve,1852,1502,34,4523000,678400,8000,5209400
CASE-2026-NW-00098,Johor,Industry,Urban,Freehold,4400,2681,36,6733000,1010000,8000,7751000
CASE-2026-NW-00099,Selangor,Agriculture,Rural,Leasehold,2404,2084,3,1108000,166200,8000,1282200
CASE-2026-NW-00100,Negeri Sembilan,Building,Rural,Freehold,2023,1247,15,3188000,478200,8000,3674200
CASE-2026-NW-00101,Johor,Building,Urban,Freehold,1467,645,36,2391000,358600,8000,2757600
CASE-2026-NW-00102,Kedah,Building,Urban,Malay Reserve,396,111,18,338000,50700,8000,396700
CASE-2026-NW-00103,Selangor,Agriculture,Rural,Leasehold,18553,13703,37,6961000,1044200,8000,8013200
CASE-2026-NW-00104,Negeri Sembilan,Agriculture,Suburban,Freehold,8056,2262,14,1253000,188000,8000,1449000
CASE-2026-NW-00105,Selangor,Building,Suburban,Malay Reserve,1142,837,29,2614000,392100,8000,3014100
CASE-2026-NW-00106,Selangor,Agriculture,Urban,Freehold,2045,1791,11,1412000,211800,8000,1631800
CASE-2026-NW-00107,Perak,Building,Suburban,Freehold,1269,855,9,2183000,327400,8000,2518400
CASE-2026-NW-00108,Pulau Pinang,Building,Urban,Freehold,1190,936,11,3979000,596800,8000,4583800
CASE-2026-NW-00109,Selangor,Agriculture,Urban,Freehold,14355,8033,13,7556000,1133400,8000,8697400
CASE-2026-NW-00110,Melaka,Building,Suburban,Freehold,411,205,38,570000,85500,8000,663500
CASE-2026-NW-00111,Selangor,Agriculture,Rural,Malay Reserve,13418,3784,20,2163000,324400,8000,2495400
CASE-2026-NW-00112,Johor,Industry,Rural,Freehold,17545,14784,9,30808000,4621200,8000,35437200
CASE-2026-NW-00113,Selangor,Industry,Urban,Leasehold,14286,9684,27,27708000,4156200,8000,31872200
CASE-2026-NW-00114,Selangor,Building,Urban,Freehold,349,209,38,884000,132600,8000,1024600
CASE-2026-NW-00115,Johor,Industry,Suburban,Leasehold,7855,2758,3,7072000,1060800,8000,8140800
CASE-2026-NW-00116,Wilayah Persekutuan Putrajaya,Industry,Urban,Leasehold,1988,1438,7,4156000,623400,8000,4787400
CASE-2026-NW-00117,Pulau Pinang,Building,Urban,Freehold,456,169,35,728000,109200,8000,845200
CASE-2026-NW-00118,Kelantan,Agriculture,Suburban,Freehold,3729,2065,6,905000,135800,8000,1048800
CASE-2026-NW-00119,Sarawak,Agriculture,Urban,Leasehold,13999,7706,5,4812000,721800,8000,5541800
CASE-2026-NW-00120,Johor,Agriculture,Urban,Freehold,6233,2678,26,1945000,291800,8000,2244800
CASE-2026-NW-00121,Wilayah Persekutuan Kuala Lumpur,Building,Rural,Leasehold,406,297,33,817000,122600,8000,947600
CASE-2026-NW-00122,Johor,Building,Urban,Leasehold,1778,1101,10,4485000,672800,8000,5165800
CASE-2026-NW-00123,Johor,Agriculture,Urban,Leasehold,5930,2478,1,1764000,264600,8000,2036600
CASE-2026-NW-00124,Pahang,Building,Suburban,Leasehold,418,384,5,1146000,171900,8000,1325900
CASE-2026-NW-00125,Negeri Sembilan,Agriculture,Suburban,Freehold,12869,8094,6,4098000,614700,8000,4720700
CASE-2026-NW-00126,Pulau Pinang,Agriculture,Urban,Freehold,9886,3606,22,3151000,472600,8000,3631600
CASE-2026-NW-00127,Selangor,Agriculture,Suburban,Freehold,5756,3595,4,2882000,432300,8000,3322300
CASE-2026-NW-00128,Selangor,Agriculture,Suburban,Freehold,14645,3328,30,2634000,395100,8000,3037100
CASE-2026-NW-00129,Selangor,Building,Rural,Freehold,2051,659,11,2236000,335400,8000,2579400
CASE-2026-NW-00130,Sabah,Building,Suburban,Freehold,1687,969,38,2526000,378900,8000,2912900
CASE-2026-NW-00131,Johor,Building,Suburban,Freehold,1774,1104,16,3444000,516600,8000,3968600
CASE-2026-NW-00132,Melaka,Agriculture,Suburban,Leasehold,8826,4963,10,2770000,415500,8000,3193500
CASE-2026-NW-00133,Melaka,Agriculture,Urban,Leasehold,6837,5125,17,2926000,438900,8000,3372900
CASE-2026-NW-00134,Selangor,Industry,Suburban,Leasehold,12757,8890,34,21414000,3212100,8000,24634100
CASE-2026-NW-00135,Selangor,Agriculture,Urban,Freehold,17518,3602,6,3443000,516400,8000,3967400
CASE-2026-NW-00136,Selangor,Building,Suburban,Freehold,1893,547,39,2103000,315400,8000,2426400
CASE-2026-NW-00137,Perak,Building,Rural,Leasehold,2872,1116,6,3137000,470600,8000,3615600
CASE-2026-NW-00138,Johor,Agriculture,Urban,Freehold,4805,3320,4,2250000,337500,8000,2595500
CASE-2026-NW-00139,Pulau Pinang,Agriculture,Urban,Freehold,14646,5362,35,4374000,656100,8000,5038100
CASE-2026-NW-00140,Johor,Industry,Rural,Leasehold,10278,6769,27,12435000,1865200,8000,14308200
CASE-2026-NW-00141,Melaka,Building,Suburban,Leasehold,1049,407,23,1277000,191600,8000,1476600
CASE-2026-NW-00142,Perak,Building,Suburban,Leasehold,477,137,9,365000,54800,8000,427800
CASE-2026-NW-00143,Selangor,Industry,Urban,Malay Reserve,1924,570,35,1697000,254600,8000,1959600
CASE-2026-NW-00144,Wilayah Persekutuan Putrajaya,Agriculture,Urban,Freehold,12803,3067,8,2845000,426800,8000,3279800
CASE-2026-NW-00145,Johor,Industry,Urban,Leasehold,24858,19774,14,52928000,7939200,8000,60875200
CASE-2026-NW-00146,Kedah,Agriculture,Urban,Leasehold,14061,5265,2,2919000,437800,8000,3364800
CASE-2026-NW-00147,Selangor,Building,Urban,Leasehold,2733,2449,30,9553000,1433000,8000,10994000
CASE-2026-NW-00148,Negeri Sembilan,Building,Urban,Freehold,2193,745,20,2409000,361400,8000,2778400
CASE-2026-NW-00149,Kedah,Building,Urban,Malay Reserve,2148,1697,2,4894000,734100,8000,5636100
CASE-2026-NW-00150,Kedah,Building,Urban,Freehold,568,262,25,795000,119200,8000,922200
CASE-2026-NW-00151,Perak,Building,Rural,Freehold,2030,1790,39,2974000,446100,8000,3428100
CASE-2026-NW-00152,Perak,Agriculture,Urban,Leasehold,12107,2849,5,1731000,259600,8000,1998600
CASE-2026-NW-00153,Wilayah Persekutuan Labuan,Building,Rural,Freehold,2110,946,23,2406000,360900,8000,2774900
CASE-2026-NW-00154,Pahang,Building,Suburban,Leasehold,533,138,24,379000,56800,8000,443800
CASE-2026-NW-00155,Selangor,Industry,Suburban,Leasehold,15582,9144,11,27021000,4053200,8000,31082200
CASE-2026-NW-00156,Wilayah Persekutuan Kuala Lumpur,Industry,Urban,Freehold,21625,12539,10,46415000,6962200,8000,53385200
CASE-2026-NW-00157,Pulau Pinang,Agriculture,Urban,Freehold,17223,10003,0,8671000,1300600,8000,9979600
CASE-2026-NW-00158,Pahang,Building,Urban,Freehold,2689,823,30,2397000,359600,8000,2764600
CASE-2026-NW-00159,Selangor,Agriculture,Suburban,Freehold,18365,14147,1,10938000,1640700,8000,12586700
CASE-2026-NW-00160,Selangor,Agriculture,Urban,Freehold,10170,5915,9,5558000,833700,8000,6399700
CASE-2026-NW-00161,Pahang,Building,Suburban,Freehold,2395,1696,25,4064000,609600,8000,4681600
CASE-2026-NW-00162,Melaka,Agriculture,Urban,Freehold,16881,11299,28,7042000,1056300,8000,8106300
CASE-2026-NW-00163,Negeri Sembilan,Agriculture,Urban,Leasehold,18764,4357,32,2781000,417200,8000,3206200
CASE-2026-NW-00164,Perak,Building,Suburban,Leasehold,2644,1276,16,3546000,531900,8000,4085900
CASE-2026-NW-00165,Perak,Building,Urban,Freehold,1223,1154,17,3266000,489900,8000,3763900
CASE-2026-NW-00166,Selangor,Building,Suburban,Leasehold,896,709,32,2401000,360200,8000,2769200
CASE-2026-NW-00167,Terengganu,Agriculture,Urban,Leasehold,11062,6057,18,2979000,446800,8000,3433800
CASE-2026-NW-00168,Selangor,Agriculture,Urban,Leasehold,18964,11563,22,9423000,1413400,8000,10844400
CASE-2026-NW-00169,Sarawak,Building,Suburban,Freehold,1671,1574,22,4273000,641000,8000,4922000
CASE-2026-NW-00170,Melaka,Building,Rural,Freehold,2406,636,22,1682000,252300,8000,1942300
CASE-2026-NW-00171,Selangor,Agriculture,Urban,Freehold,5346,2236,38,1948000,292200,8000,2248200
CASE-2026-NW-00172,Selangor,Agriculture,Suburban,Freehold,13244,6812,35,4941000,741200,8000,5690200
CASE-2026-NW-00173,Selangor,Agriculture,Urban,Freehold,14510,6642,26,5739000,860800,8000,6607800
CASE-2026-NW-00174,Sabah,Building,Suburban,Freehold,2109,1962,39,4550000,682500,8000,5240500
CASE-2026-NW-00175,Johor,Building,Urban,Freehold,1960,1472,31,5070000,760500,8000,5838500
CASE-2026-NW-00176,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Leasehold,17039,8284,9,7880000,1182000,8000,9070000
CASE-2026-NW-00177,Melaka,Agriculture,Suburban,Malay Reserve,5798,3203,9,1752000,262800,8000,2022800
CASE-2026-NW-00178,Kedah,Building,Rural,Leasehold,1883,1138,29,2274000,341100,8000,2623100
CASE-2026-NW-00179,Johor,Agriculture,Urban,Leasehold,11857,4903,37,3286000,492900,8000,3786900
CASE-2026-NW-00180,Perak,Building,Urban,Leasehold,2673,1261,15,3688000,553200,8000,4249200
CASE-2026-NW-00181,Selangor,Building,Urban,Leasehold,1317,688,34,2849000,427400,8000,3284400
CASE-2026-NW-00182,Melaka,Building,Urban,Freehold,2019,794,18,3074000,461100,8000,3543100
CASE-2026-NW-00183,Kedah,Agriculture,Suburban,Leasehold,9534,2879,0,1474000,221100,8000,1703100
CASE-2026-NW-00184,Pulau Pinang,Building,Suburban,Freehold,328,238,5,921000,138200,8000,1067200
CASE-2026-NW-00185,Pulau Pinang,Building,Urban,Leasehold,2217,922,12,3726000,558900,8000,4292900
CASE-2026-NW-00186,Selangor,Agriculture,Urban,Leasehold,6254,4372,39,3333000,500000,8000,3841000
CASE-2026-NW-00187,Johor,Industry,Urban,Freehold,21687,11783,28,33854000,5078100,8000,38940100
CASE-2026-NW-00188,Johor,Industry,Suburban,Freehold,3997,2395,31,5735000,860200,8000,6603200
CASE-2026-NW-00189,Selangor,Agriculture,Urban,Freehold,14625,12784,10,10538000,1580700,8000,12126700
CASE-2026-NW-00190,Johor,Agriculture,Urban,Leasehold,5696,2155,30,1482000,222300,8000,1712300
CASE-2026-NW-00191,Kedah,Building,Urban,Leasehold,2039,1776,4,5178000,776700,8000,5962700
CASE-2026-NW-00192,Wilayah Persekutuan Kuala Lumpur,Agriculture,Suburban,Malay Reserve,6859,5774,24,3930000,589500,8000,4527500
CASE-2026-NW-00193,Negeri Sembilan,Building,Suburban,Freehold,1968,1620,4,5293000,794000,8000,6095000
CASE-2026-NW-00194,Melaka,Agriculture,Urban,Freehold,2989,2439,38,1395000,209200,8000,1612200
CASE-2026-NW-00195,Kedah,Agriculture,Suburban,Leasehold,19908,7497,4,3982000,597300,8000,4587300
CASE-2026-NW-00196,Kedah,Building,Urban,Malay Reserve,617,561,10,1536000,230400,8000,1774400
CASE-2026-NW-00197,Johor,Industry,Suburban,Freehold,10766,2933,38,7013000,1052000,8000,8073000
CASE-2026-NW-00198,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Leasehold,932,345,3,1779000,266800,8000,2053800
CASE-2026-NW-00199,Terengganu,Agriculture,Suburban,Freehold,11746,6891,31,3245000,486800,8000,3739800
CASE-2026-NW-00200,Sabah,Agriculture,Rural,Freehold,8063,2733,38,1125000,168800,8000,1301800
CASE-2026-NW-00201,Wilayah Persekutuan Kuala Lumpur,Agriculture,Suburban,Freehold,7588,2370,4,2106000,315900,8000,2429900
CASE-2026-NW-00202,Johor,Agriculture,Suburban,Freehold,11966,9221,11,5814000,872100,8000,6694100
CASE-2026-NW-00203,Selangor,Agriculture,Suburban,Freehold,16236,12572,39,8657000,1298600,8000,9963600
CASE-2026-NW-00204,Wilayah Persekutuan Kuala Lumpur,Agriculture,Rural,Freehold,10568,6035,24,3996000,599400,8000,4603400
CASE-2026-NW-00205,Kelantan,Agriculture,Urban,Freehold,8268,4992,6,2827000,424000,8000,3259000
CASE-2026-NW-00206,Pulau Pinang,Building,Suburban,Leasehold,1560,898,4,3300000,495000,8000,3803000
CASE-2026-NW-00207,Terengganu,Building,Urban,Leasehold,327,254,16,766000,114900,8000,888900
CASE-2026-NW-00208,Selangor,Building,Urban,Freehold,1035,666,11,2944000,441600,8000,3393600
CASE-2026-NW-00209,Perak,Agriculture,Urban,Freehold,16943,14652,15,8222000,1233300,8000,9463300
CASE-2026-NW-00210,Selangor,Building,Suburban,Freehold,1661,1357,30,4506000,675900,8000,5189900
CASE-2026-NW-00211,Selangor,Building,Rural,Leasehold,896,367,3,1345000,201800,8000,1554800
CASE-2026-NW-00212,Melaka,Agriculture,Suburban,Freehold,18531,4697,35,2771000,415600,8000,3194600
CASE-2026-NW-00213,Melaka,Agriculture,Urban,Leasehold,4150,1995,14,1333000,200000,8000,1541000
CASE-2026-NW-00214,Perak,Building,Urban,Freehold,1556,651,9,2073000,311000,8000,2392000
CASE-2026-NW-00215,Perak,Building,Urban,Freehold,523,139,37,397000,59600,8000,464600
CASE-2026-NW-00216,Wilayah Persekutuan Kuala Lumpur,Agriculture,Suburban,Freehold,19435,4275,2,3907000,586000,8000,4501000
CASE-2026-NW-00217,Johor,Building,Suburban,Freehold,2105,890,12,3091000,463600,8000,3562600
CASE-2026-NW-00218,Kedah,Agriculture,Rural,Freehold,19220,14809,1,5725000,858800,8000,6591800
CASE-2026-NW-00219,Perak,Agriculture,Urban,Leasehold,3861,2104,3,1160000,174000,8000,1342000
CASE-2026-NW-00220,Johor,Agriculture,Rural,Leasehold,8306,5861,15,2688000,403200,8000,3099200
CASE-2026-NW-00221,Perak,Agriculture,Rural,Freehold,11946,9855,36,3305000,495800,8000,3808800
CASE-2026-NW-00222,Pulau Pinang,Building,Urban,Leasehold,1695,751,10,3088000,463200,8000,3559200
CASE-2026-NW-00223,Selangor,Building,Suburban,Leasehold,1581,776,33,2712000,406800,8000,3126800
CASE-2026-NW-00224,Sarawak,Building,Urban,Freehold,1855,1427,3,5080000,762000,8000,5850000
CASE-2026-NW-00225,Johor,Industry,Urban,Freehold,13951,9846,16,29171000,4375600,8000,33554600
CASE-2026-NW-00226,Selangor,Agriculture,Urban,Freehold,12856,11274,30,8843000,1326400,8000,10177400
CASE-2026-NW-00227,Perlis,Agriculture,Urban,Malay Reserve,12558,10174,2,4489000,673400,8000,5170400
CASE-2026-NW-00228,Pulau Pinang,Agriculture,Suburban,Freehold,3767,2966,38,1846000,276900,8000,2130900
CASE-2026-NW-00229,Pulau Pinang,Building,Urban,Freehold,1445,800,25,3160000,474000,8000,3642000
CASE-2026-NW-00230,Kedah,Agriculture,Urban,Leasehold,8682,4122,3,2399000,359800,8000,2766800
CASE-2026-NW-00231,Selangor,Building,Rural,Leasehold,690,314,38,914000,137100,8000,1059100
CASE-2026-NW-00232,Perlis,Agriculture,Rural,Freehold,15701,9670,5,3668000,550200,8000,4226200
CASE-2026-NW-00233,Melaka,Agriculture,Suburban,Leasehold,18324,13069,14,6265000,939800,8000,7212800
CASE-2026-NW-00234,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Leasehold,594,374,32,1563000,234400,8000,1805400
CASE-2026-NW-00235,Perak,Building,Urban,Freehold,567,495,15,1491000,223600,8000,1722600
CASE-2026-NW-00236,Melaka,Building,Rural,Leasehold,2824,783,26,1845000,276800,8000,2129800
CASE-2026-NW-00237,Pulau Pinang,Building,Urban,Freehold,1127,891,30,3437000,515600,8000,3960600
CASE-2026-NW-00238,Kelantan,Building,Suburban,Freehold,833,496,5,1388000,208200,8000,1604200
CASE-2026-NW-00239,Negeri Sembilan,Building,Urban,Freehold,1206,302,28,1041000,156200,8000,1205200
CASE-2026-NW-00240,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Leasehold,2788,1287,11,5573000,836000,8000,6417000
CASE-2026-NW-00241,Melaka,Agriculture,Rural,Freehold,4111,1292,3,693000,104000,8000,805000
CASE-2026-NW-00242,Pulau Pinang,Agriculture,Suburban,Leasehold,14391,4296,5,3389000,508400,8000,3905400
CASE-2026-NW-00243,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Freehold,1408,791,25,3341000,501200,8000,3850200
CASE-2026-NW-00244,Kelantan,Building,Urban,Leasehold,1252,427,14,1181000,177200,8000,1366200
CASE-2026-NW-00245,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Freehold,1073,288,3,1391000,208600,8000,1607600
CASE-2026-NW-00246,Melaka,Agriculture,Suburban,Leasehold,6969,4595,20,2395000,359200,8000,2762200
CASE-2026-NW-00247,Pulau Pinang,Building,Rural,Freehold,1343,955,1,3365000,504800,8000,3877800
